ACT001;5000;8000;8000;13500;C;Consultation généraliste  de jour;1
ACT002;6000;10000;10000;15000;CS;Consultation spécialisée de jour;1
ACT003;10500;10500;10500;15000;Cnuit;Consultation généraliste de nuit ;1
ACT004;12500;12500;12500;20000;Csnuit;Consultation spécialisée de nuit;1
ACT005;0;0;0;0;Cgr;Consultation gratuite;1
ACT006;0;0;0;0;Csgr;Consultation spécialisée gratuite;1
ACT007;500;1000;1000;1500;Cper;Consultation du personnel;1
ACT008;500;1000;1000;2000;CSper;Consultation spécialisée du personnel;1
ACT009;4000;4000;4000;4000;IDR;Intra Dermo Réaction (IDR);10
ACT011;1000;1000;1000;1000;IM;IM (Intramusculaire);11
ACT012;1000;1000;1000;1000;IV;IV (Intraveineuse);11
ACT013;1000;1000;1000;1000;P sang;Prise de sang;8
ACT014;8000;8000;8000;8000;Kit de pansement (Sans bandes);Kit de pansement (Sans bandes);23
ACT015;2000;2000;2000;2000;Pansement;Pansement;6
ACT016;3000;3000;3000;3000;Pansement type 2;Pansement type 3;6
ACT017;5000;8000;8000;9500;PV;Prélévement Vaginal;9
ACT018;2000;2000;2000;2000;SO;Soins d'oreilles;11
ACT019;15000;15000;15000;15000;V;Visite généraliste de jour ;24
ACT020;11000;17500;17500;11000;VN;Visite généraliste de nuit;24
ACT021;3000;3000;3000;3000;CS-F;Consultation sage-femme;1
ACT022;1000;1000;1000;1000;Ctle;Contréle;3
ACT024;2000;2000;2000;2000;DRP;Désobstruction rhino pharyngé;11
ACT026;10000;14000;14000;13500;K10;Acte en K * 10 fois sa valeur;2
ACT027;15000;21000;21000;20250;K15;Acte en K * 15 fois sa valeur;2
ACT028;20000;28000;28000;27000;K20;Acte en K * 20 fois sa valeur;2
ACT029;2500;2500;2500;6000;Vaccination;Vaccination(Vaccins);4
ACT031;6000;10500;10500;13500;Cjf;Consultation de Jour Férié;1
ACT032;7500;12500;12500;15000;Csjf;Consultation spécialisée de Jour Férié;1
ACT033;5000;7000;7000;6750;K5;Acte en K * 5 fois sa valeur;2
ACT034;0;0;0;0;RL;Retour labo(RL);24
ACT035;5000;14000;14000;10000;Auto refractométrie;Auto refractometrie;1
ACT036;5000;14000;14000;10000;Tono Automatisée;Tonométrie automatisé;1
ACT037;15000;21000;21000;15000;CVA;Champ visuel automatisé;1
ACT038;5000;14000;14000;10000;Pachymétrie;Pachymétrie;1
ACT039;10000;14000;14000;10000;Métinographie;Métinographie;1
ACT040;6000;7500;7500;10000;Fond d'oeil;Fond d'oeil;11
ACT041;10000;14000;14000;13500;Infiltration (K10);Infiltration (K10);2
ACT043;15000;21000;21000;20250;Lavage gastrique (K15);Lavage gastrique (K15);2
ACT044;30000;42000;42000;40500;Réanimation (K30);Réanimation (K30);2
ACT045;30000;42000;42000;40500;K30;Acte en K * 30 fois sa valeur;2
ACT046;10000;14000;14000;10000;Ponction du genou (K10);Ponction du genou (K10);2
ACT047;1500;1500;1500;1500;Certificat Médical;Certificat Médical;2
ACT048;50000;55000;55000;80000;Circ;Circoncision;2
ACT049;13500;18900;18900;27500;Pose de stérilet;Pose de stérilet;2
ACT050;13500;18900;18900;27500;Pose de Laminaire;Pose de Laminaire;2
ACT052;10000;14000;14000;10000;BOTTE PLATREE (K10);BOTTE PLATREE (K10);2
ACT053;1000;1000;1000;1000;Cfper;Consultation Famille du personnel;2
ACT054;18000;18000;18000;18000;Pose laminaire ;Pose laminaire ;2
ACT055;10000;15000;15000;10000;CS Type 2;Pour les medecins qui viennent sous rendez - vous;1
ACT056;0;0;0;0;Vaccination gratuite;Vaccination gratuite;1
ACT057;10000;11000;11000;10000;Trainning Respiratoire;Trainning Respiratoire;2
ACT058;0;0;0;0;Ctlegr;Contréle Gratuit;3
ACT059;15000;21000;21000;15000;Ponction lombaire (K15);Ponction lombaire (K15);2
ACT060;50000;0;0;50000;Drainage Hémato (Drain + Acte);Drainage Hémato (Drain + Acte);2
ACT061;6000;8400;8400;8100;K6;Acte en K*6 fois sa valeur;2
ACT062;25000;35000;35000;25000;Audiogramme ;Audiogramme;2
ACT063;50000;70000;70000;50000;Révision ultérine (K50);Révision ultérine(K50);2
ACT064;25000;35000;35000;25000;Contréle pacemaker;Contréle pacemaker;2
ACT072;10000;10000;10000;10000;CSProf;Consultation spécialisée (Médecin Externe);2
ACT073;1000;1000;1000;1000;Photothérapie/Heure;Photothérapie/Heure;2
ACT074;4000;4000;4000;4000;Vaccination BCG;Photothérapie/Heure;2
ACT075;0;0;0;0;Lecture IDR;Lecture Intra Dermo Réaction (IDR);1
ACT076;50000;70000;70000;50000;K50;Acte en K * 50 fois sa valeur;2
ACT077;4000;4000;4000;4000;Vaccination 3PR;Vaccination 3PR;4
ACT078;500;500;500;500;Prise de tension;Prise de tension;1
ACT079;60000;84000;84000;60000;ACTE PERIDURAL;ACTE PERIDURAL;24
ACT080;15000;21000;21000;15000;CURETAGE BE.ENDOMETRE;CURETAGE BE.ENDOMETRE;24
ACT081;2500;2500;2500;2500;Soins Infirmiers Médecine;Soins Infirmiers Médecine;24
ACT082;5000;5000;5000;5000;Soins Infirmiers Chirurgie;Soins Infirmiers Chirurgie;24
ACT085;15000;21000;21000;15000;Acuité Auditive (K15);Acuité Auditive;24
ACT086;5000;5000;5000;5000;Acuité Visuelle ;Acuité Visuelle ;24
ACT087;30000;42000;42000;30000;Monitoring;Monitoring;24
ACT120;15000;20000;20000;15000;VS;Visite spécialiste de jour ;24
ACT121;15000;22500;22500;15000;VSN;Visite spécialiste de nuit;24
ACT122;15000;15000;15000;35000;Consultation Orthopédie;Consultation Orthopédique;24
ACT123;15000;15000;15000;35000;Consultation Traumatologie;Consultation Traumatologie;24
ACT124;20000;20000;20000;35000;Consultation Médécine du sport;Consultation Médécine du sport;24
ACT126;20000;20000;20000;20000;Visite Professeur;Visite Professeur;24
ACT127;26000;26000;26000;42600;BILAN 1 (ORTHOPHONIE);BILAN ET EVALUATION DE LA DEGLUTITION ET DES FONCTIONS VELO-TUBO TYMPANIQUES;24
ACT128;18200;18200;18200;29800;BILAN DE RENOUVELLEMENT 1 (ORTHOPHONIE);BILAN DE RENOUVELLEMENT 1 (ORTHOPHONIE);24
ACT129;23800;23800;23800;39000;BILAN DE RENOUVELLEMENT 2 (ORTHOPHONIE);BILAN DE RENOUVELLEMENT 2 (ORTHOPHONIE);24
ACT130;28000;28000;28000;48850;BILAN DE RENOUVELLEMENT 3 (ORTHOPHONIE);BILAN DE RENOUVELLEMENT 3 (ORTHOPHONIE);24
ACT131;34000;34000;34000;55700;BILAN ET EVALUATION DE LA PHONATION ;BILAN ET EVALUATION DE LA PHONATION;24
ACT132;34000;34000;34000;55700;BILAN 2  (ORTHOPHONIE);BILAN ET EVALUATION DE LA COMMUNICATION ET DU LANGAGE ORAL ET/OU D'APTITUDES A L'ACQUISITION DE LA COMMUNICATION ET DU LANGAGE ECRIT;24
ACT133;34000;34000;34000;55700;BILAN 3  (ORTHOPHONIE);BILAN ET EVALUATION DE LA DYSCALCULIE ET DES TROUBLES DE LA COGNITION MATHEMATIQUE;24
ACT134;34000;34000;34000;55700;BILAN 4  (ORTHOPHONIE);BILAN DES FONCTIONS ORO-MYO-FACIALES ET DE L'ORALITE;24
ACT135;40000;40000;40000;65500;BILAN 5  (ORTHOPHONIE);BILAN ET EVALUATION DES TROUBLES D'ORIGINE NEUROLOGIQUE;24
ACT136;40000;40000;40000;65500;BILAN 6  (ORTHOPHONIE);BILAN ET EVALUATION DES BEGAIEMENTS ET DES AUTRES TROUBLES DE LA FLUENCE;24
ACT137;40000;56000;56000;54000;K40;Acte en K * 40 fois sa valeur;2
ACT138;80000;112000;112000;108000;K80;Acte en K * 80 fois sa valeur;2
ANA001;1800;3250;3250;3600;Vitesse de sédimentation (VS);Vitesse de sédimentation (VS);18
ANA002;1800;1500;1500;3000;NB (GB) Numération blanche;NB (GB) Numération blanche;18
ANA003;2300;2500;2500;3600;GE (Goutte Epaisse);GE (Goutte Epaisse);18
ANA004;1800;2000;2000;3000;HB (taux d'hémoglobine);HB (taux d'hémoglobine);18
ANA005;6000;8750;8750;13200;NFS/Plaquettes;NFS/Plaquettes;18
ANA006;1800;6250;6250;7500;Taux de réticulocytes;Taux de réticulocytes;18
ANA007;46000;25300;25300;48000;Myélogramme;Myélogramme;18
ANA008;5500;7500;7500;8400;Groupe Sanguin+Rhésus (GS);Groupe Sanguin+Rhésus (GS);18
ANA009;7000;5000;5000;12000;Test de compatibilité;Test de compatibilité;18
ANA010;2300;3750;3750;4000;TS (Temps de Saignement);TS (Temps de Saignement);18
ANA011;3500;8750;8750;10000;TP (Taux de prothrombine) / INR;TP (Taux de prothrombine) / INR;18
ANA012;3500;7500;7500;7500;TCK (TCA);TCK (TCA);18
ANA013;3500;7500;7500;10800;TT (Temps de thrombine);TT (Temps de thrombine);18
ANA014;16100;15000;15000;18000;Hémoglobine Glycosylée (Hémoglobine glyquée);Hémoglobine Glycosylée (Hémoglobine glyquée);18
ANA015;3500;7500;7500;8400;Fibrinogène;Fibrinogène;18
ANA016;6000;10000;10000;11500;Electrophorèse de l'hémoglobine;Electrophorèse de l'hémoglobine;18
ANA017;3500;4000;4000;6000;Lithuim (Li);;18
ANA018;6000;8750;8750;13200;Hémogramme;Hémogramme;18
ANA020;2300;2500;2500;3600;Glycémie à jeun;Glycémie à jeun;18
ANA021;2300;2500;2500;3600;Glycémie post prandiale;Glycémie post prandiale;18
ANA022;13500;25000;25000;36000;HGPO;HGPO;18
ANA023;1800;2500;2500;3600;Urémie = Azotémie (Urée);Urémie = Azotémie (Urée);18
ANA024;2300;3750;3750;4800;Créatininémie (créatinine);Créatininémie (créatinine);18
ANA025;3000;4500;4500;5400;Acide urique (uricémie);Acide urique (uricémie);18
ANA026;4000;5000;5000;7000;Cholestérol total;Cholestérol total;18
ANA027;4000;5000;5000;7000;HDL cholestérol;HDL cholestérol;18
ANA028;4000;5000;5000;7000;LDL cholestérol;LDL cholestérol;18
ANA029;4000;5750;5750;7000;Triglycérides;Triglycérides;18
ANA030;23000;20000;20000;24000;Test covid19;Test covid19;18
ANA032;4000;10000;10000;7000;LDH;LDH;18
ANA033;3000;3250;3250;5000;ASAT / GOT;ASAT / GOT;18
ANA034;3000;3250;3250;5000;ALAT / GPT;ALAT / GPT;18
ANA035;6000;6250;6250;10000;Transaminases (ASAT+ALAT) GOT+GPT;Transaminases (ASAT+ALAT) GOT+GPT;18
ANA036;3500;6250;6250;7500;Gamma GT ;Gamma GT ;18
ANA037;3500;5000;5000;6000;PAL (Phosphatases alcalines);PAL (Phosphatases alcalines);18
ANA038;6000;12500;12500;10800;Phosphatases acides;Phosphatases acides;18
ANA039;6000;12500;12500;13500;Phosphatases prostatiques;Phosphatases prostatiques;18
ANA040;4000;5000;5000;6000;Bilirubinémie totale;Bilirubinémie totale;18
ANA041;4000;5000;5000;6000;Bilirubinémie directe;Bilirubinémie directe;18
ANA042;4600;7000;7000;8400;CK (créatine kinase);CK (créatine kinase);18
ANA043;4600;10000;10000;10800;CK-MB;CK-MB;18
ANA044;4600;8750;8750;9600;Amylasémie;Amylasémie ;18
ANA045;16100;18750;18750;18000;Lipases;Lipases;18
ANA046;2300;5000;5000;6000;Protidémie (protéines totales);Protidémie (protéines totales);18
ANA047;11500;11250;11250;17500;Protidogramme (électrophorèse des protides);Protidogramme (électrophorèse des protides);18
ANA048;28000;15000;15000;29500;Mycoplasme;Mycoplasme;18
ANA049;14950;20000;20000;17000;Troponine;Troponine;18
ANA050;4600;5000;5000;8400;Natriémié (Sodium:Na+);Natriémié (Sodium:Na+);18
ANA051;4600;5000;5000;8400;Kaliémie (Potassium:K+);Kaliémie (Potassium:K+);18
ANA052;4600;5000;5000;8400;Chlorémie (Chlore:Cl- );Chlorémie (Chlore:Cl- );18
ANA054;3500;6250;6250;6000;Calciurie;Calciurie;18
ANA055;4600;5000;5000;7000;Calcémie (Calcium: Ca++ );Calcémie (Calcium: Ca++ );18
ANA056;4000;5000;5000;7000;Phosphorémie (Phosphore:PO3-);Phosphorémie (Phosphore:PO3-);18
ANA057;4600;5000;5000;8000;Magnésémie (Magnésium:Mg++ );Magnésémie (Magnésium:Mg++ );18
ANA058;2000;18750;18750;24000;Fer sérique  + CTS+CS;Fer sérique  + CTS+CS;18
ANA059;16100;6250;6250;17000;Fer sérique (sidérémie);Fer sérique ;18
ANA060;4600;6250;6250;8000;CO2 (gaz du sang);CO2 (gaz du sang);18
ANA061;20000;18750;18750;20400;Ferritinémie (Ferritine );Ferritinémie (Ferritine);18
ANA062;9200;8000;8000;12000;Albuminurie;albumine sang (albuminurie);18
ANA064;1200;1250;1250;3600;Glucosurie;Glucosurie;18
ANA065;2300;3000;3000;4800;Glucosurie des 24h;Glucosurie des 24h;18
ANA066;1200;2500;2500;3600;Albuminurie   ;Albuminurie;18
ANA067;3500;7500;7500;4800;Albuminurie des 24h/protéinurie;Albuminurie des 24h/protéinurie;18
ANA068;3500;12500;12500;15000;Combur 9 (10 paramètres);Combur 9 (10 paramètres);18
ANA069;800;2500;2500;1800;Corps cétonique;Corps cétonique;18
ANA070;4600;8750;8750;8000;Amylasurie;Amylasurie;18
ANA071;3500;3750;3750;6600;Créatinemie ;Créatinemie ;18
ANA072;29500;25584;25584;30700;BNP;ECB de liquide pleurral;18
ANA073;4000;5000;5000;6000;Phosphore urinaire;Phosphore;18
ANA074;3000;6250;6250;6000;HLM (Hematies- Leucocytes - Minutes);HLM (compte d'Addis);18
ANA075;1200;3000;3000;4800;Sédiments urinaires;Sédiments urinaires;18
ANA076;4000;7500;7500;10800;Cytologie urine;Cytologie urine;18
ANA077;4000;7500;7500;7500;Protéine C-Réactive (CRP);Protéine C-Réactive (CRP);18
ANA078;4000;6250;6250;7000;Facteur Rhumatoïde (FR) (Water Rose);Facteur Rhumatoïde (FR) (Water Rose);18
ANA079;4600;7500;7500;8400;Antistreptoloysine O (ASLO);Antigène de la streptoloysine O (ASLO);18
ANA080;4600;7500;7500;8400;Sérologie de Widal&Félix (fièvre typhoïde);Sérologie de Widal&Félix (fièvre typhoïde);18
ANA081;1800;3250;3250;4200;VDRL (Syphilis);VDRL (Syphilis);18
ANA082;4000;6250;6250;7200;TPHA (Syphilis);TPHA (Syphilis);18
ANA083;13800;20000;20000;19200;sérologie de la toxoplasmose (IgG/IgM) (Dye test);sérologie de la toxoplasmose (IgG/IgM) (Dye test);18
ANA084;15000;20000;20000;25800;Sérologie de rubéole IgG/IgM;Sérologie de rubéole IgG/IgM;18
ANA085;10500;20000;20000;23760;Sérologie amibienne;Sérologie amibienne;18
ANA086;18500;22500;22500;20400;Hépatite A/ IgM;Hépatite A/ IgM;18
ANA087;16000;25000;25000;30000;Antigène Hbe;Antigène Hbe;18
ANA088;20000;25000;25000;30000;Anticorps Hbe;Anticorps Hbe;18
ANA089;17500;20000;20000;24000;Anticorps Hbs;Anticorps Hbs;18
ANA090;15000;18750;18750;21600;Anticorps Hbc total;Anticorps Hbc total;18
ANA092;10500;16250;16250;18000;Hépatite B AgHBs (Antigène Australia);Hépatite B AgHBs (Antigène Australia);18
ANA095;15000;20000;20000;25800;Sérologie HCV;Sérologie HCV;18
ANA096;15000;20000;20000;25800;Hépatite C;Hépatite C;18
ANA098;11500;15000;15000;19800;Sérologie retrovirale VIH;Sérologie retrovirale;18
ANA099;11500;15000;15000;19800;HIV;HIV;18
ANA100;16000;20000;20000;24000;Sérologie chlamidienne;Sérologie chlamidienne;18
ANA1000;6500;6000;6000;7500;Albumine;Albumine;18
ANA1001;3500;8750;8750;7000;Amylasémie_cspt;Amylasémie ;18
ANA1002;13800;20000;20000;26000;Sérologie HCV_cspt;Sérologie HCV;18
ANA1003;11500;20000;20000;19500;BHCG (test grossesse sang)_cspt;BHCG (test grossesse sang);18
ANA1005;3500;5000;5000;6000;Bilirubinémie totale_cspt;Bilirubinémie totale;18
ANA1006;3500;5000;5000;6000;Bilirubinémie directe_cspt;Bilirubinémie directe;18
ANA1007;3500;10000;10000;10800;CK-MB_cspt;CK-MB;18
ANA1008;3500;12500;12500;15000;Combur 9 (10 paramètres)_cspt;Combur 9 (10 paramètres);18
ANA1009;4600;10000;10000;11400;Coproculture_cspt;Coproculture;18
ANA101;13800;13000;13000;24000;Chlamidyae (IgA,IgG);Chlamidyae (IgA,IgG);18
ANA1010;3500;4000;4000;4800;CPK_cspt;CPK;18
ANA1011;16000;16000;16000;24000;D-Dimères_cspt;D-Dimères;18
ANA1012;4600;10000;10000;12000;ECBU + ATB_cspt;ECB examen cytobactériologique Urines (ECBU) + ATB;18
ANA1013;11500;12000;12000;24000;Ionogramme sanguin (Na+,K+,Cl-)_cspt;Ionogramme sanguin (Na+,K+,Cl-);18
ANA1014;3500;10000;10000;7000;LDH_cspt;LDH;18
ANA1015;15000;18750;18750;18000;Lipases_cspt;Lipases;18
ANA1016;3500;5000;5000;7000;Phosphorémie (Phosphore:PO3-)_cspt;Phosphorémie (Phosphore:PO3-);18
ANA1017;1800;5000;5000;6000;Protidémie (protéines totales)_cspt;Protidémie (protéines totales);18
ANA1018;11500;18750;18750;22000;PSA total_cspt;PSA (Antigène Spécifique de prostate;18
ANA1019;13800;20000;20000;26000;Sérologie de rubéole IgG/IgM_cspt;Sérologie de rubéole IgG/IgM;18
ANA102;13800;32200;32200;18000;IgE sérique;IgE sérique;18
ANA1020;11500;20000;20000;19200;sérologie de la toxoplasmose (IgG/IgM) (Dye test)_cspt;sérologie de la toxoplasmose (IgG/IgM) (Dye test);18
ANA1021;10500;20000;20000;20400;FT3_cspt;FT3;18
ANA1022;10500;20000;20000;20400;FT4_cspt;FT4;18
ANA1023;3000;7500;7500;7200;TCK (TCA)_cspt;TCK (TCA);18
ANA1025;1800;3250;3250;4500;VDRL (Syphilis)_cspt;VDRL (Syphilis);18
ANA1026;3500;6250;6250;7500;TPHA (Syphilis)_cspt;TPHA (Syphilis);18
ANA1027;13800;20000;20000;16800;Troponine_cspt;Troponine;18
ANA1028;10500;20000;20000;20400;TSHus_cspt;TSHus;18
ANA103;13800;17500;17500;18000;IgE totales;IgE totales;18
ANA104;4000;6250;6250;7000;Test de grossesse (Urine);Test de grossesse;18
ANA105;8000;12500;12500;15600;MNI test;MNI test;18
ANA106;9200;8000;8000;15840;Sérologie TB (tuberculose);Sérologie TB (tuberculose);18
ANA107;16000;20000;20000;21600;Alpha foeto protéine (AFP);Alpha foeto protéine (AFP);18
ANA108;20000;31250;31250;20400;ACE;ACE;18
ANA109;13800;20000;20000;19200;BHCG (test grossesse sang);BHCG (test grossesse sang);18
ANA110;16000;20000;20000;20400;FSH;LH;18
ANA111;16000;20000;20000;20400;LH;FSH;18
ANA112;16000;20000;20000;20400;Oestradiol;Oestradiol;18
ANA113;16000;20000;20000;20400;Prolactine;Prolactine;18
ANA115;16000;20000;20000;20400;Progestérone;Progestérone;18
ANA116;11500;20000;20000;20400;TSHus;TSHus;18
ANA117;11500;20000;20000;20400;FT3;FT3;18
ANA118;11500;20000;20000;20400;FT4;FT4;18
ANA119;31000;31250;31250;34200;Cortisolémie;Cortisolémie;18
ANA120;3450;3000;3000;4800;Créatinurie des 24 h;Créatinurie des 24 h;18
ANA121;13800;18750;18750;21600;PSA total;PSA (Antigène Spécifique de prostate;18
ANA122;28750;31250;31250;36000;CA 19-9;CA 19-9;18
ANA123;41400;45000;45000;51600;CA 72-4;CA 72-4;18
ANA124;27600;31250;31250;36000;CA 15-3;CA 15-3;18
ANA125;16000;31250;31250;36000;CA 125;CA 125;18
ANA126;2300;3250;3250;4000;Selles KOP;Selles KOP;18
ANA127;4600;5000;5000;6000;Recherche d'oxyure;Recherche d'oxyure;18
ANA128;2300;3750;3750;5000;Recherche de schistosome dans les urines;Recherche de schistosome dans les urines;18
ANA129;2300;2500;2500;4000;GE + Frottis;GE + Frottis;18
ANA130;3000;4000;4000;8500;BCE (Biopsie cutanée exsangue);BCE (Biopsie cutanée exsangue);18
ANA131;6000;10000;10000;11500;Coproculture;Coproculture;18
ANA132;6000;10000;10000;11500;ECBU + ATB;ECB examen cytobactériologique Urines (ECBU) + ATB;18
ANA133;6000;10000;10000;11500;Pus + autres sérosités ;Pus + autres sérosités ;18
ANA134;6000;10000;10000;11500;PV (Prélèvement Vaginal);PV (Prélèvement Vaginal) + ABG;18
ANA135;6000;10000;10000;11500;PU (Prélèvement / curétage Urétral) ;PU (Prélèvement / curétage Urétral) ;18
ANA136;6000;10000;10000;11500;Spermoculture ;Spermoculture ;18
ANA137;11500;10000;10000;14000;Hémoculture;Hémoculture;18
ANA138;8000;7500;7500;14000;LCR cyto-chimie;LCR cyto-chimie;18
ANA139;3500;7500;7500;6000;LCR cytologie;LCR cytologie;18
ANA140;7000;10000;10000;12000;ECBC (crachats);ECBC (crachats);18
ANA141;3500;3750;3750;7000;Recherche BK recherche BAAR;Recherche BK recherche BAAR;18
ANA142;10500;12000;12000;18000;PL + LCR (cyto+chimie+culture);PL + LCR (cyto+chimie+culture);18
